"","CD4 T cells","CD14+ Monocytes","Dendritic cells","NK cells","CD8 T cells","B cells","Megakaryocytes","FCGR3A+ Monocytes"
"1",0.691495131530065,0.179483428960439,0.642008490652469,0.0158933762653373,0.131483743012937,0.515437632954707,0.661476687660454,0.245960518937539
"2",0.678771640993832,0.180322174499141,0.65731916127075,0.0235604408702172,0.126727411100894,0.495639754180198,0.739528967945411,0.205385921176102
"3",0.689859470721618,0.183027150846622,0.630839162305904,0.0251033942207386,0.144976525752195,0.524436998599274,0.668694313755106,0.251130420613973
"4",0.67197909482651,0.156425979715682,0.679384718829274,0.0228621776428117,0.142576166783307,0.494530501885137,0.664607233488043,0.239223442449041
"5",0.692307726407745,0.218677481686345,0.701023977310557,0.0268637446098687,0.165924329127998,0.519327552381165,0.689447944934914,0.244714747626275
"6",0.698024779560233,0.189116393378146,0.677658791678062,0.0293146131237243,0.150579564897305,0.527483427677333,0.67429051238547,0.245789644397005
"7",0.70480212053251,0.193543571151707,0.677221116188676,0.0331629249375712,0.148603301974905,0.539526378483397,0.681117176143181,0.23177335743731
"8",0.692778174570614,0.195607055084318,0.662110316092247,0.0406000297303059,0.172698339983772,0.555451194526107,0.720021911163613,0.238029886763988
"9",0.705524915347526,0.221549321885335,0.663219884030972,0.0316648520258997,0.160329751525119,0.539192649911115,0.697627739794151,0.273270394384748
"10",0.689124820722604,0.194777286288408,0.675807354889882,0.0477063095470454,0.172793709596494,0.540083500331271,0.712105910810223,0.308741208612183
"11",0.688796002598065,0.227232756197405,0.691097695530306,0.0351570143714028,0.187746101000027,0.550650196856492,0.740524026464842,0.270144727378213
"12",0.699083486636211,0.204199334309234,0.683974827620159,0.0331012200180768,0.168201666119984,0.551518006677856,0.701244809369502,0.297087046153842
"13",0.712489733946632,0.233696995482099,0.641124617196312,0.0431245569683009,0.170038290617506,0.548974264562944,0.751072342799894,0.31851267054214
"14",0.712160967511192,0.261995899665983,0.649977867885435,0.0553848563618566,0.189389656813596,0.567326366484462,0.73926385039596,0.288536390581905
"15",0.712829081726388,0.253006998879934,0.722379945968725,0.0386727592436085,0.214100230400069,0.562323164841432,0.752537336961099,0.27042744584848
"16",0.713274138355775,0.239907764986022,0.639485072577902,0.0554346406120766,0.194406200137428,0.567994417343128,0.732455538191154,0.315737964788116
"17",0.721627579975799,0.226430536513463,0.696017502704405,0.063664277859999,0.191313401961313,0.580295950612425,0.712191041220217,0.259616360215492
"18",0.726424963404156,0.255596619570107,0.725186663217854,0.0452049021290257,0.196869626858927,0.574805606844142,0.716301212104465,0.327186901890243
"19",0.741341082063036,0.27927783491899,0.726768028433074,0.059777016541895,0.21589056100993,0.601435488199201,0.674286983943391,0.296832980094318
"20",0.717217673837892,0.270751820097316,0.728086683804669,0.0607826779938841,0.203581246542015,0.587788692828309,0.743004931825517,0.351829972813147
"21",0.753916525347275,0.268544699079171,0.71756706457714,0.0557405234234189,0.225332881159145,0.584771043413083,0.712119164175403,0.3315743521294
"22",0.735792066895638,0.269327422031745,0.692740026338785,0.0602178401268707,0.251013808724258,0.597053095585448,0.73675257483359,0.344878891207874
"23",0.737720975410654,0.270503371357426,0.685362370173868,0.0634961574466425,0.216422017029654,0.588003279730185,0.730836986664648,0.340124187633138
"24",0.74447158921384,0.24576483480687,0.691586840499898,0.0656534581314066,0.256084393716035,0.59008365839758,0.721943980032588,0.329510539382051
"25",0.747758189567634,0.275012593247225,0.708405766522186,0.0526063412667575,0.225703568870938,0.602975533445808,0.731634950101786,0.339387892645558
"26",0.736246866489951,0.252929581214789,0.722775235793578,0.0539076000997927,0.217780863860421,0.593408368879661,0.725471351175903,0.317658456203931
"27",0.727903073035532,0.292408171564946,0.693057421642953,0.0847851292723329,0.238450037921856,0.602477656188123,0.833694801148313,0.343765563821463
"28",0.760300806942898,0.288431398022048,0.7040142656526,0.0732153391143277,0.230474747133221,0.604414003867599,0.773939551726409,0.385020261163958
"29",0.756101323749714,0.271963096619285,0.712839813575468,0.0769175384383791,0.246228024379685,0.629423061543288,0.741551058671697,0.300250723605191
"30",0.758801680789338,0.283557060142429,0.725514059810414,0.0766143350438867,0.270040589584412,0.612486342267144,0.709679245312851,0.353100760802492
"31",0.737134805025219,0.275521194545409,0.698563321228669,0.0645528217570372,0.245542749498061,0.619167557674964,0.72638121915348,0.342263288463173
"32",0.741086807712793,0.272990573403393,0.735569903257305,0.0726779020160108,0.259302566178362,0.616745373403595,0.759594480130316,0.352887437986434
"33",0.752751191808611,0.304071182474222,0.725426685571223,0.0817189926412193,0.256208118462313,0.598974719125923,0.806517178194448,0.36191301833815
"34",0.761816471839864,0.294249671893481,0.713373562877646,0.0662922250645211,0.26035404766532,0.607442967892332,0.747186319597566,0.354727231792594
"35",0.74729398261514,0.283203562513567,0.719310772195908,0.0727675882537217,0.233496132053458,0.593193266070102,0.769640234201431,0.350771785635921
"36",0.729338583088356,0.318607131834263,0.731928713470261,0.0864858464831693,0.251837176922126,0.611990677929349,0.782956239733097,0.341205201656547
"37",0.756632030955716,0.257456453849253,0.69435082132064,0.0948931234271712,0.251618391604431,0.592264791785891,0.756145531883113,0.372693329910427
"38",0.751153090312753,0.310542269078549,0.711231977282154,0.0663666909868601,0.272430469896872,0.59296623481936,0.719438689025842,0.385573047806622
"39",0.737815969624109,0.319725189404165,0.722021938109176,0.0754466560377157,0.263355960665454,0.595529490200157,0.734816223008921,0.395297920011687
"40",0.749953082323176,0.315642966950968,0.73923103551152,0.0964603132007334,0.288166189121863,0.59279435392495,0.78332073543334,0.371414098438325
"41",0.731759294220994,0.345252896739931,0.764300752700031,0.0640243836940824,0.262823295984391,0.614978701805842,0.820116870501012,0.399270233176673
"42",0.767546380654107,0.329797746594141,0.702002652210377,0.103881685543639,0.249441339872467,0.604932227731173,0.80167718215044,0.351369278305761
"43",0.753527417381615,0.318486697137396,0.71283193629271,0.0928078711599925,0.285523550524606,0.618987419619436,0.757903092720666,0.376637597664778
"44",0.764524345514506,0.330033113880873,0.735504830090413,0.0808668421083215,0.267678171826399,0.642412453910382,0.795669721986545,0.372826434037364
"45",0.743673621662557,0.316140796879115,0.734049550122718,0.0866750435369217,0.283410957309793,0.640733481223201,0.798452266832906,0.400867468574843
"46",0.763452569956206,0.333735116614517,0.689208915101667,0.0929507262412699,0.288837244917372,0.640847761232333,0.819513824920492,0.389217726165429
"47",0.764335218351053,0.347623993607187,0.750232077544353,0.0818149384018482,0.272181286168296,0.62196099204215,0.778855151447249,0.372975445990771
"48",0.764973074970287,0.307714702610937,0.741764895288099,0.0988394932054687,0.281004419736397,0.596587731819275,0.776433259284587,0.366473470712679
"49",0.76779840231956,0.327339123813634,0.763005811761264,0.0926693590529966,0.290045214616854,0.651597861407123,0.765015039877878,0.393332897188907
"50",0.758722553469908,0.340379372768585,0.726066285159731,0.113650309471,0.281025363153917,0.624383437329474,0.72380158438618,0.403561265149256
"51",0.782212180965193,0.302919153088245,0.744985057852324,0.101702863136613,0.30746339815045,0.637958155253696,0.81683844632449,0.382730373379277
"52",0.780690395077134,0.315086485878303,0.751129421403039,0.0910319315168252,0.291830588335112,0.632793255152271,0.797726344203744,0.39440730798587
"53",0.757821871883324,0.334871429607011,0.706549724306802,0.0821886420831708,0.29420199321912,0.61184739191305,0.801821740572626,0.401113654429551
